Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,(view source)
Arrianna Bourne,25/12/20 13:12:23,3,no,no,"Catherine is so beautiful😍🌸💫❤

Merry Christmas ACES family💫🎄👑💛",view comment
Raylee Hunt,25/12/20 13:12:44,0,no,no,Happy 19million subscribers,view comment
Cemona Olvera,25/12/20 13:13:49,0,no,no,Alaias reaction was the cutest 🥺🥺,view comment
Hemini Gohil,25/12/20 13:15:50,0,no,no,I loved Austin mum reacting    and catherine tooo  and  that Art is so talented so amazing,view comment
Brianna LS,25/12/20 13:16:05,1,no,no,Hands down the best gift I've seen!!!,view comment
Ayesha Syeda,25/12/20 13:18:32,20,no,no,It costs more than a car...no wonder it’s such good quality!!. Did y’all the the details like wth how is that even possible!!,view comment
Jessica Morera,25/12/20 13:21:35,0,no,no,It’s honestly breathtaking ♥️,view comment
Chris Graham,25/12/20 13:21:37,0,no,no,Done,view comment
Nevaeh Goode,25/12/20 13:23:50,0,no,no,I don’t watch the ace family like as much as I used to but I like the intro and the surprise he out did himself,view comment
Cj k,25/12/20 13:23:57,0,no,no,"Merry Christmas Ace Family, merry christmas everyone",view comment
Nevaeh Goode,25/12/20 13:23:58,0,no,no,But yea,view comment
Same No,25/12/20 13:24:30,1453,no,no,"Austin- I’m like shaking 

*wriggles fingers around* 

LMAOOOO",view comment
The JAY-K Family,26/12/20 20:16:19,2,no,no,🤣🤣👌🏽💯,view comment
Faith Montana,26/12/20 06:35:31,3,no,no,I WAS DYING AT THAT PART,view comment
Kayla Burchett,26/12/20 04:59:12,3,no,no,THATS WHAT I WAS THINKING 🤣🤣,view comment
erin,26/12/20 00:39:46,4,no,no,🤣,view comment
Crystal Opurum,26/12/20 00:16:42,3,no,no,PLSS,view comment
DLT5,25/12/20 13:25:03,0,no,no,Amazing talented artist.,view comment
Nasya James,25/12/20 13:26:11,0,no,no,Merry Christmas,view comment
Carmen Barboza,25/12/20 13:26:17,0,no,no,HOLY FUCK THATS AN AMAZING GIFT IF SOMEONE GAVE ME THAT HOLY SHET. i hope i can draw/ paint like that one day 😍 talented ASF,view comment
Nim rashaz,25/12/20 13:26:35,0,no,no,Merry Christmas 🎄 to all,view comment
Anamika Joshi,25/12/20 13:26:48,1,no,no,How thoughtful and special... Amazing. X,view comment
Bri Celeste,25/12/20 13:28:13,0,no,no,Merry Christmas everybody 💕,view comment
Cathy Power,25/12/20 13:29:31,0,no,no,That’s BEAUTIFUL,view comment
Nevaeh Goode,25/12/20 13:29:55,2,no,no,Good job Austin,view comment
Life As Kawira : K,25/12/20 13:30:05,3,no,no,"Someone told me love is only in the movies 😜
Austin you really outdid this surprise. This was so beautiful 

Merry Christmas Ace family 👪 we love you",view comment
Nevaeh Goode,25/12/20 13:30:06,1,no,no,She is gonna like it,view comment
Saajidah Peters,25/12/20 13:31:53,0,no,no,"What a piece of art 🥺 , beautiful 🎁❤️",view comment
Nevaeh Goode,25/12/20 13:32:04,278,no,no,This is how many times Catherine will like the picture.,view comment
Mystxc_Rei Rei,25/12/20 13:32:07,1,no,no,I like how everyone who saw the picture first words were OMG😂,view comment
Lal ruatdiki,25/12/20 13:32:51,0,no,no,Merry christmas,view comment
Nevaeh Goode,25/12/20 13:32:55,0,no,no,Even the kids are excited,view comment
Bharggav Voyden,25/12/20 13:33:03,0,no,no,None can match the intros u make 😍 I literally live in your videos 😉😄☺😘😘,view comment
Miller Xo,25/12/20 13:34:07,61,no,no,Anybody see the tiktok about a guys cousin that potentially got pregnant by a YouTuber🤣😂😂 everyone in the comments said it was austin,view comment
Heather Lynn,26/12/20 15:47:29,0,no,no,Id be shocked if it was Cole,view comment
Heather Lynn,26/12/20 15:46:28,0,no,no,@Stephanie Jagolingay Wait what?So someone got pregnant by a you tuber lol when was this.,view comment
Anmul Jan,26/12/20 10:43:17,3,no,no,@Stephanie Jagolingay no way,view comment
Liz Martinez,26/12/20 10:34:28,3,no,no,But yes I thought it was him too lmaoo,view comment
Liz Martinez,26/12/20 10:34:07,3,no,no,@Stephanie Jagolingay i mean the comments are off😂,view comment
Nevaeh Goode,25/12/20 13:35:10,5,no,no,Austin is the gift master,view comment
Hievi Hezja,25/12/20 13:35:22,1,no,no,JUST. WOW!!!!!,view comment
Naomi Dixon,25/12/20 13:36:26,38,no,no,Ellie is lucky to have her dad on Christmas 😥😢,view comment
Nariah Scott,26/12/20 14:58:06,1,no,no,I feel you😢😞,view comment
K,25/12/20 19:05:08,3,no,no,;-;,view comment
Mynameis mrinmoyee,25/12/20 13:36:28,0,no,no,You guys are so sweet,view comment
Khdija Wakefield,25/12/20 13:37:13,0,no,no,That is beautiful 🥺,view comment
ISABEL_ NGWANE,25/12/20 13:37:44,0,no,no,Even shed a tear😭😭 cause wow🔥🔥,view comment
הילה שאול,25/12/20 13:38:23,0,no,no,למה היא אדומה כל כך,view comment
Randy Deonarine,25/12/20 13:40:57,0,no,no,Merry Christmas,view comment
Fatima alshihhe,25/12/20 13:41:34,0,no,no,I love you guys and you are my favorite YouTubes family and your videos is very very enjoy to watch guys,view comment
Armien Moos,25/12/20 13:43:19,1,no,no,Merry Christmas 🎄 I love you guys so so much I wish I could 💘😍 meet you that is my dream,view comment
Armien Moos,25/12/20 13:43:44,0,no,no,I wish you could make my dream come true😂😍,view comment
Elgie Alcordo,25/12/20 13:46:20,0,no,no,i really love the artist though💕💕💕💕,view comment
Rita Harden,25/12/20 13:47:06,0,no,no,"omg im about to cry now, this is awesome, Austin you are NOT bad at gifts <3",view comment
Ola abdullah,25/12/20 13:47:50,0,no,no,BFF❤️❤️❤️❤️❤️,view comment
Khamiya Blackshear,25/12/20 13:48:35,0,no,no,Catherine is beautiful 🥺❤️,view comment
nic gatoral,25/12/20 13:49:53,0,no,no,Love love love it!!!,view comment
Anuoluwapo Omotayo,25/12/20 13:51:00,40,no,no,"GOD ALMIGHTY IS SO GOOD TO US, THANK YOU LORD FOR THE GRACE YOU GAVE US TO SEE THIS CHRISTMAS, I PRAY THAT WE WILL CROSS OVER AND THIS WILL NOT BE OUR LAST IN JESUS MIGHTY NAME AMEN",view comment
Avakin Snowy Empress,26/12/20 16:09:14,1,no,no,AMEN,view comment
Anuoluwapo Omotayo,25/12/20 13:51:42,440,no,no,"Merr CHRISTMAS to us all, thank you LORD JESUS CHRIST AMEN",view comment
Fran Says,26/12/20 15:54:19,2,no,no,Amen! So much joy to the world since God came to save us! In human form🥺 da bestt,view comment
jor bee,26/12/20 09:58:07,1,no,no,Blessed be!,view comment
KevVs,26/12/20 07:41:10,1,no,no,AMEN,view comment
Lisa Santorelli,26/12/20 04:08:43,11,no,no,I give all my love and trust in Jesus. Amen🙏,view comment
Eric Amezcua,26/12/20 03:24:23,6,no,no,AMEN,view comment
Anuoluwapo Omotayo,25/12/20 13:51:55,159,no,no,"JESUS CHRIST LOVES Y'ALL REPENT HE HIS COMING VERY SOON, HALLELUYAH",view comment
Gloria\isa Solis,26/12/20 20:48:47,0,no,no,Amen,view comment
Fred Werza,26/12/20 15:38:18,2,no,no,Jesus will put Commie Trump in prison --- praise the Lord for that,view comment
evelyn_alarcon23,25/12/20 13:54:36,0,no,no,Omg he’s a really good artist it’s so beautiful ❤️,view comment
Hemjit,25/12/20 13:55:02,24,no,no,That was an epic Photo That was so cool of Catherine!,view comment
The JAY-K Family,26/12/20 20:20:11,0,no,no,True!!,view comment
Jennifer Silva,25/12/20 13:55:54,0,no,no,So beautiful! It’s so cute how much the girls admire Catherine and her beauty! 💕💕😋🥰,view comment
Mariana Torres,25/12/20 13:58:06,0,no,no,Anyone come here from that tiktok ✨scandal ✨,view comment
Eh Nay,25/12/20 13:59:19,0,no,no,Whoever painted this they're a hacker at painting,view comment
Thrift Queen,25/12/20 14:01:14,0,no,no,💛💛💛💛💛,view comment
Trushali Jore,25/12/20 14:01:32,9,no,no,the virgo energy of appreciating everything is just soo overwhelming . Makes them the best zoadic sign of all,view comment
The JAY-K Family,26/12/20 20:22:36,1,no,no,❤️👌🏽,view comment
Queen Iasha,25/12/20 14:02:17,3,no,no,There intro is so corny,view comment
Edgar Gabriel,25/12/20 14:05:16,0,no,no,Cathren is beautiful ❄💙,view comment
"Garcia, Divinegrace T.",25/12/20 14:08:55,0,no,no,That was SO BEAUTIFUL!! I'M also speechless 🥺😍❤,view comment
Iris Kula,25/12/20 14:09:02,1,no,no,Anyone else screaming at the screen with Austin so Kathryn would take off her mask for the reveal 🙋‍♀️ . I think she herd me 🤔😳😂,view comment
Ashley Anthony,26/12/20 12:37:57,0,no,no,"I’m not Catherine’s mom, I’m part of the Ace Fam. I hope you have a great day 😊",view comment
Iris Kula,26/12/20 11:53:46,0,no,no,@Ashley Anthony oh thank you Cathryn's Mother at least it's read Kathryn,view comment
Ashley Anthony,26/12/20 10:39:41,0,no,no,Her name is spelled “Catherine”,view comment
Helen Bo,25/12/20 14:11:10,0,no,no,Now i want the same pic in my apartment...damn🙆🏻‍♀️ it's an ingeniusly,view comment
Rush fam AKA,25/12/20 14:11:41,0,no,no,I have no words 😶 I was in tears 😭,view comment
Rush fam AKA,25/12/20 14:11:58,0,no,no,God dam beautiful,view comment
M Malik,25/12/20 14:16:30,31,no,no,"Alaia’s reaction was priceless, girl loves her momma 🥰",view comment
The JAY-K Family,26/12/20 20:21:12,0,no,no,True! ❤️👌🏽,view comment
Trini & Fam,25/12/20 14:16:56,15,no,no,"I can imagine Elle as a victoria secret ángel, dont know why but she act/feels like as a profesional modellll😍❤️",view comment
Chovesha Tahal,25/12/20 14:17:36,0,no,no,Alaia’s reaction was the cutest,view comment
Princess and Priscilla,25/12/20 14:19:13,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:19:19,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:19:25,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:19:30,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:19:33,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:19:38,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:19:45,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:20:02,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Princess and Priscilla,25/12/20 14:20:06,0,no,no,Please help me grow my channel guys.kindly get me to 500 subscribers before the end of the year.,view comment
Queen Iasha,25/12/20 14:20:32,0,no,no,Beautiful gift,view comment
IDA,25/12/20 14:25:07,0,no,no,"wonderfull❤so
Sweet Austin",view comment
Desiree Johnson,25/12/20 14:25:36,0,no,no,"ABSOLUTELY BEAUTIFUL 100%
MERRY CHRISTMAS ACE FAMILY ❤🎅",view comment
Ronit 99,25/12/20 14:25:55,0,no,no,when are you fighting jake lol..........mans acting like nothing happened,view comment
Eva Henriksen,25/12/20 14:26:01,0,no,no,💜💜💜,view comment
Sylvia Lohe,25/12/20 14:26:04,0,no,no,Wow he is amazing,view comment
Queen 2323,25/12/20 14:26:09,0,no,no,💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔,view comment
Haneem family,25/12/20 14:26:35,1,no,no,Close your eyes 😂😂😂,view comment
banananutttt,25/12/20 14:26:40,0,no,no,Wowww beautiful!,view comment
Disha Mahajan,25/12/20 14:27:07,0,no,no,💕💕💕💕💕💕,view comment
mohamed said,25/12/20 14:28:09,0,no,no,it a beauty   so cute,view comment
Dylan Jayson,25/12/20 14:29:25,0,no,no,Her face went even red,view comment
kayla &kylie soctt,25/12/20 14:29:41,4,no,no,Merry christmas to the ace family,view comment
Frances Marrero,25/12/20 14:29:57,0,no,no,"Very beautiful thoughtful gift.. the artist is extremely talented.. God bless..
Feliz Navidad Ace family",view comment
Willie Nelson,25/12/20 14:30:08,0,no,no,I got your merch for Christmas and im the happiest person ever omg Ilygsm and merry Christmas everybody,view comment
Monica Quiroga,25/12/20 14:30:57,0,no,no,That photo gives a whole vibe I love it I hope to have something like that for me one day🥺,view comment
Dreama' Love,25/12/20 14:31:59,0,no,no,Austin your wonderful ...Merry Christmas Ace Family 👏👏🙏🙏🙏,view comment
Linda Edwards,25/12/20 14:32:00,0,no,no,Merry Christmas  ace family,view comment
Linda Edwards,25/12/20 14:33:18,0,no,no,I love this intro,view comment
braylyn davis,25/12/20 14:35:03,0,no,no,Merry Christmas every one,view comment
Alexx Fuego,25/12/20 14:35:07,1,no,no,So pretty,view comment
Isabella,25/12/20 14:39:00,0,no,no,Her face is beautiful,view comment
Elizabeth Gonzalez,25/12/20 14:39:11,0,no,no,Hello Ashton Ashton zorrino en serio no en show videos Lacoste en Xochimilco falla encendido video ovnis videos no no crees más en tus en pensó en Christmas,view comment
Arleen Contreras,25/12/20 14:39:29,0,no,no,Absolutely stunning!!,view comment
Kitesha Bailey,25/12/20 14:40:40,0,no,no,Beautiful ❤️🥰🥰,view comment
Innocent Agbenuvor,25/12/20 14:40:48,0,no,no,"No hate ,hate are you trying to copy the royalty family bcoz andrea has a makeup studio and a similar picture like the just saying ,no  hate",view comment
kenh tong hop,25/12/20 14:40:52,0,no,no,nice video,view comment
Maliyah Tillett,25/12/20 14:42:38,0,no,no,Merry Christmas Ace Family ❤️🤍💚,view comment
danielly oliveira,25/12/20 14:43:15,0,no,no,I tought it was a picture!!!! THAT GUY PAINTED THAT!!!! Holy shit! God is here having favourites!,view comment
Zanzoon M,25/12/20 14:44:11,0,no,no,Merry Christmas ace family Austin and Catherine amazing parent you are such amazing Austin do everything to Catherine amazing mother.  love you so much.,view comment
Florence Annor Agykum,25/12/20 14:44:21,0,no,no,"Catherine look very very beautiful, i like it, i love the way this beautiful painting looks like,i very beautiful. This is the best Christmas gift i evr seen in my life💗",view comment
Ashley Hardy,25/12/20 14:45:31,0,no,no,The girls reaction 😭😭😭,view comment
